return_id,order_id,return_date,return_reason,refund_amount
309857,9180389,2025-05-15,Changed Mind,5171.79
309858,9180392,2025-07-11,Wrong Item,18251.49
309859,9180395,2024-10-24,Late Delivery,20272.25
309860,9180398,2025-11-02,Damaged,12055.95
309861,9180411,2025-10-22,Wrong Item,2166.17
309862,9180417,2024-11-18,Changed Mind,25939.16
309863,9180420,2024-06-27,Late Delivery,5435.44
309864,9180422,2025-11-03,Wrong Item,10827.3
309865,9180432,2025-06-29,Quality Issue,5837.79
309866,9180455,2024-12-10,Changed Mind,6120.7
309867,9180459,2025-09-07,Late Delivery,2356.41
309868,9180531,2024-10-10,Damaged,1174.33
309869,9180533,2025-06-21,Late Delivery,723.5
309870,9180535,2024-11-08,Quality Issue,2839.99
309871,9180550,2025-02-09,Damaged,2086.13
309872,9180564,2025-09-29,Damaged,2125.5
309873,9180566,2024-10-27,Changed Mind,510.51
309874,9180579,2024-02-18,Changed Mind,2440.92
309875,9180581,2025-08-03,Changed Mind,3645.18
309876,9180587,2024-03-21,Late Delivery,1156.8
309877,9180616,2025-01-24,Late Delivery,885.19
309878,9180652,2024-03-20,Damaged,3921.32
309879,9180774,2024-10-17,Quality Issue,506.95
309880,9180803,2024-09-22,Damaged,4638.21
309881,9180807,2024-09-12,Late Delivery,2002.65
309882,9180839,2024-11-01,Late Delivery,809.34
309883,9180842,2024-06-23,Wrong Item,1421.24
309884,9180871,2025-10-04,Late Delivery,328.33
309885,9180891,2025-02-22,Wrong Item,2901.08
309886,9180898,2025-09-11,Quality Issue,14500.1
309887,9180924,2024-08-16,Wrong Item,2607.12
309888,9180925,2024-12-29,Wrong Item,1081.41
309889,9180941,2025-07-02,Changed Mind,1225.59
309890,9180992,2025-01-28,Late Delivery,3898.04
309891,9181006,2025-11-01,Late Delivery,4407.34
309892,9181008,2024-12-06,Changed Mind,26588.46
309893,9181023,2024-05-26,Wrong Item,1835.71
309894,9181063,2024-04-14,Late Delivery,3965.34
309895,9181091,2024-06-13,Wrong Item,2154.77
309896,9181095,2025-01-16,Late Delivery,732.96
309897,9181125,2025-11-28,Quality Issue,1301.92
309898,9181136,2024-05-05,Late Delivery,7378.14
309899,9181155,2024-03-24,Damaged,3841.42
309900,9181179,2024-10-05,Late Delivery,38142.68
309901,9181200,2025-08-30,Late Delivery,60546.82
309902,9181206,2024-05-19,Changed Mind,1374.84
309903,9181250,2024-12-31,Quality Issue,266.86
309904,9181262,2024-04-04,Late Delivery,1267.66
309905,9181288,2024-04-27,Quality Issue,811.64
309906,9181299,2026-01-05,Late Delivery,1625.36
309907,9181301,2024-06-24,Changed Mind,1735.18
309908,9181303,2024-04-24,Quality Issue,1975.15
309909,9181310,2024-03-24,Quality Issue,15640.27
309910,9181363,2024-04-01,Late Delivery,2791.59
309911,9181364,2025-04-26,Late Delivery,1363.39
309912,9181365,2024-04-07,Changed Mind,681.59
309913,9181369,2024-07-31,Quality Issue,1876.61
309914,9181405,2024-01-03,Changed Mind,4506.48
309915,9181430,2025-11-11,Late Delivery,15856.49
309916,9181432,2026-01-06,Late Delivery,631.9
309917,9181433,2024-02-14,Quality Issue,664.66
309918,9181448,2024-05-26,Wrong Item,145.06
309919,9181457,2024-04-07,Wrong Item,1429.52
309920,9181471,2025-08-13,Late Delivery,3664.61
309921,9181473,2025-07-15,Changed Mind,2152.76
309922,9181484,2024-03-02,Changed Mind,3861.69
309923,9181505,2024-04-14,Damaged,725.85
309924,9181507,2024-04-20,Wrong Item,93642.89
309925,9181510,2026-01-04,Damaged,7651.46
309926,9181538,2024-12-11,Wrong Item,665.71
309927,9181539,2025-12-10,Damaged,764.82
309928,9181582,2024-07-07,Wrong Item,2764.95
309929,9181602,2025-04-20,Late Delivery,2194.3
309930,9181623,2024-04-07,Damaged,1368.67
309931,9181682,2025-03-22,Damaged,2292.71
309932,9181690,2024-05-30,Changed Mind,843.7
309933,9181711,2025-04-13,Quality Issue,1134.33
309934,9181815,2025-03-09,Wrong Item,9003.24
309935,9181816,2025-10-18,Quality Issue,1414.69
309936,9181836,2024-11-10,Damaged,1429.52
309937,9181891,2024-09-26,Late Delivery,399.82
309938,9181913,2024-06-10,Wrong Item,6577.53
309939,9181948,2024-08-25,Wrong Item,2351.0
309940,9181950,2024-11-01,Late Delivery,1081.62
309941,9182004,2025-01-09,Wrong Item,1492.64
309942,9182031,2024-12-21,Late Delivery,1449.36
309943,9182050,2024-01-21,Damaged,34994.47
309944,9182056,2024-08-13,Quality Issue,583.0
309945,9182058,2025-07-13,Wrong Item,1574.74
309946,9182078,2024-07-12,Quality Issue,1340.23
309947,9182089,2025-11-17,Changed Mind,408.92
309948,9182095,2026-01-07,Changed Mind,998.84
309949,9182112,2024-08-21,Late Delivery,3080.42
309950,9182120,2025-12-09,Changed Mind,4943.66
309951,9182138,2025-01-31,Damaged,2489.04
309952,9182139,2025-11-18,Late Delivery,1346.66
309953,9182144,2024-03-05,Late Delivery,1519.22
309954,9182174,2025-04-06,Wrong Item,1489.59
309955,9182177,2025-07-01,Changed Mind,9029.56
309956,9182194,2025-01-05,Late Delivery,68656.82
309957,9182209,2024-05-20,Late Delivery,5767.6
309958,9182216,2024-12-25,Damaged,2040.52
309959,9182268,2024-04-30,Wrong Item,1043.57
309960,9182301,2024-04-15,Late Delivery,373.4
309961,9182314,2025-06-13,Changed Mind,1279.33
309962,9182346,2025-10-05,Wrong Item,1753.64
309963,9182354,2025-03-15,Quality Issue,1012.15
309964,9182359,2025-07-26,Late Delivery,2326.67
309965,9182377,2025-10-25,Wrong Item,10398.16
309966,9182379,2025-10-02,Changed Mind,20410.29
309967,9182406,2024-09-20,Late Delivery,1884.82
309968,9182411,2024-07-08,Quality Issue,949.65
309969,9182487,2025-09-16,Damaged,4711.34
309970,9182488,2024-07-07,Damaged,5200.34
309971,9182513,2024-07-06,Late Delivery,3665.04
309972,9182523,2025-11-07,Damaged,859.42
309973,9182534,2025-04-22,Damaged,37573.76
309974,9182538,2025-03-28,Changed Mind,1598.41
309975,9182539,2025-02-07,Late Delivery,1084.1
309976,9182541,2024-07-11,Changed Mind,7968.65
309977,9182546,2025-09-23,Wrong Item,416.07
309978,9182556,2025-10-19,Late Delivery,280.58
309979,9182622,2025-07-20,Damaged,1326.09
309980,9182644,2024-03-17,Late Delivery,2060.4
309981,9182647,2024-10-31,Damaged,925.79
309982,9182673,2024-07-31,Changed Mind,722.75
309983,9182693,2024-09-17,Changed Mind,3271.98
309984,9182716,2025-06-25,Quality Issue,9000.04
309985,9182719,2025-05-24,Quality Issue,1534.78
309986,9182723,2025-01-08,Late Delivery,535.48
309987,9182725,2024-09-20,Wrong Item,3898.04
309988,9182752,2024-07-06,Quality Issue,1848.63
309989,9182754,2024-07-21,Changed Mind,6468.3
309990,9182789,2025-07-03,Wrong Item,9606.56
309991,9182805,2024-08-22,Wrong Item,1511.42
309992,9182824,2025-01-06,Damaged,17582.89
309993,9182838,2025-04-20,Quality Issue,3438.67
309994,9182943,2024-06-29,Changed Mind,1125.12
309995,9182958,2025-03-28,Wrong Item,1500.61
309996,9183000,2024-08-14,Wrong Item,1475.06
309997,9183008,2024-08-18,Late Delivery,2994.88
309998,9183031,2025-08-12,Changed Mind,1703.96
309999,9183068,2025-05-26,Quality Issue,2981.36
310000,9183084,2024-03-15,Changed Mind,901.82
310001,9183098,2025-08-12,Changed Mind,2265.0
310002,9183102,2024-07-21,Damaged,223.75
310003,9183105,2024-12-03,Changed Mind,547.38
310004,9183120,2024-07-02,Wrong Item,3073.14
310005,9183131,2024-09-29,Damaged,629.33
310006,9183134,2025-08-29,Late Delivery,3655.1
310007,9183179,2025-10-09,Wrong Item,2401.64
310008,9183206,2025-04-21,Wrong Item,2519.26
310009,9183229,2024-05-26,Damaged,9709.72
310010,9183236,2024-07-09,Late Delivery,406.22
310011,9183249,2024-02-26,Wrong Item,2013.54
310012,9183288,2024-05-04,Damaged,1428.48
310013,9183302,2024-06-08,Changed Mind,1116.9
310014,9183332,2024-12-25,Damaged,1792.35
310015,9183333,2024-08-02,Damaged,2086.14
310016,9183398,2024-01-30,Late Delivery,3392.41
310017,9183427,2025-09-04,Changed Mind,870.76
310018,9183448,2024-09-22,Changed Mind,1176.27
310019,9183452,2025-01-31,Quality Issue,5693.35
310020,9183458,2024-08-04,Quality Issue,1742.82
310021,9183469,2024-09-30,Late Delivery,2836.07
310022,9183508,2025-01-14,Quality Issue,2207.44
310023,9183509,2024-06-09,Quality Issue,1983.42
310024,9183557,2024-02-13,Late Delivery,4970.14
310025,9183561,2025-10-31,Wrong Item,6115.0
310026,9183565,2025-05-22,Wrong Item,2010.19
310027,9183576,2024-05-11,Changed Mind,6702.09
310028,9183597,2024-02-07,Late Delivery,7246.57
310029,9183606,2024-10-01,Late Delivery,1675.82
310030,9183637,2025-08-06,Wrong Item,447.16
310031,9183657,2024-06-18,Late Delivery,15854.35
310032,9183666,2025-04-03,Damaged,921.49
310033,9183672,2025-12-16,Late Delivery,2992.4
310034,9183727,2024-08-30,Quality Issue,4723.38
310035,9183745,2025-09-23,Changed Mind,1893.73
310036,9183750,2024-12-21,Quality Issue,567.38
310037,9183780,2024-10-13,Damaged,1686.54
310038,9183797,2025-04-23,Wrong Item,8560.98
310039,9183875,2024-04-20,Late Delivery,550.66
310040,9183883,2024-04-03,Changed Mind,2152.76
310041,9183915,2024-06-08,Changed Mind,1524.69
310042,9183934,2024-11-15,Late Delivery,10465.39
310043,9183942,2025-10-27,Changed Mind,521.75
310044,9183976,2024-10-15,Quality Issue,2895.87
310045,9183994,2025-03-05,Wrong Item,1086.39
310046,9184008,2025-04-06,Quality Issue,1149.93
310047,9184054,2024-05-10,Damaged,2160.72
310048,9184058,2025-04-10,Quality Issue,493.31
310049,9184060,2025-03-03,Quality Issue,2748.49
310050,9184068,2024-03-08,Changed Mind,53849.91
310051,9184093,2024-11-06,Changed Mind,2794.44
310052,9184095,2024-10-14,Wrong Item,1912.6
310053,9184125,2025-05-10,Quality Issue,642.58
310054,9184137,2024-10-15,Quality Issue,2135.76
310055,9184144,2025-04-21,Quality Issue,47918.7
310056,9184146,2024-08-08,Wrong Item,906.44
310057,9184147,2024-11-25,Quality Issue,3572.96
310058,9184180,2025-08-25,Quality Issue,157.45
310059,9184191,2025-06-20,Quality Issue,47569.47
310060,9184231,2024-05-30,Damaged,15057.27
310061,9184262,2024-04-11,Quality Issue,1203.82
310062,9184277,2024-01-08,Changed Mind,2537.5
310063,9184293,2024-03-04,Damaged,2870.28
310064,9184312,2026-01-06,Wrong Item,1647.68
310065,9184317,2024-04-04,Damaged,2454.1
310066,9184335,2024-09-21,Quality Issue,470.04
310067,9184339,2024-06-24,Changed Mind,634.81
310068,9184381,2024-09-18,Late Delivery,658.75
310069,9184383,2024-11-29,Late Delivery,2859.07
310070,9184388,2025-11-17,Changed Mind,10479.1
310071,9184403,2025-05-19,Changed Mind,651.61
310072,9184432,2025-01-05,Damaged,1674.36
310073,9184437,2025-11-06,Quality Issue,140.99
310074,9184442,2025-10-19,Late Delivery,4179.51
310075,9184461,2024-10-05,Quality Issue,837.78
310076,9184507,2024-02-14,Quality Issue,646.08
310077,9184515,2025-07-07,Damaged,522.86
310078,9184518,2025-11-03,Damaged,1942.43
310079,9184617,2025-07-24,Changed Mind,441.25
310080,9184620,2024-07-18,Quality Issue,1344.28
310081,9184631,2025-03-25,Quality Issue,18557.36
310082,9184717,2024-03-23,Changed Mind,6256.4
310083,9184730,2024-12-24,Changed Mind,3653.64
310084,9184745,2024-05-25,Late Delivery,1423.89
310085,9184761,2024-02-19,Quality Issue,635.76
310086,9184786,2024-12-01,Late Delivery,15319.34
310087,9184805,2024-03-17,Damaged,895.34
310088,9184809,2025-11-02,Quality Issue,1524.35
310089,9184817,2025-05-21,Damaged,5649.52
310090,9184819,2024-01-27,Changed Mind,2137.85
310091,9184824,2025-04-02,Wrong Item,671.13
310092,9184837,2025-10-23,Quality Issue,1473.38
310093,9184849,2024-06-27,Wrong Item,4522.07
310094,9184871,2025-10-17,Damaged,2905.33
310095,9184887,2024-08-06,Wrong Item,34035.97
310096,9184933,2025-04-21,Changed Mind,6170.49
310097,9184936,2025-10-30,Late Delivery,1431.96
310098,9184957,2024-05-18,Damaged,11424.17
310099,9184975,2025-04-01,Wrong Item,2137.89
310100,9184992,2024-12-29,Wrong Item,2453.64
310101,9185003,2024-11-06,Damaged,320.7
310102,9185019,2024-03-07,Late Delivery,1436.69
310103,9185039,2025-03-06,Quality Issue,2060.08
310104,9185051,2024-06-11,Wrong Item,13697.49
310105,9185054,2025-05-23,Quality Issue,1268.75
310106,9185059,2025-07-04,Late Delivery,2659.02
310107,9185075,2025-08-07,Changed Mind,4616.89
310108,9185107,2025-05-17,Changed Mind,582.14
310109,9185121,2025-04-30,Quality Issue,26378.09
310110,9185191,2024-01-19,Damaged,1987.9
310111,9185200,2025-10-30,Damaged,621.68
310112,9185214,2024-04-17,Wrong Item,1624.31
310113,9185233,2025-06-23,Wrong Item,1241.79
310114,9185250,2024-10-11,Changed Mind,433.52
310115,9185254,2024-07-06,Quality Issue,172.13
310116,9185278,2025-05-08,Late Delivery,9607.93
310117,9185321,2024-12-27,Quality Issue,1115.86
310118,9185328,2025-11-28,Late Delivery,4468.96
310119,9185405,2025-05-01,Damaged,7131.35
310120,9185414,2024-01-21,Quality Issue,3820.97
310121,9185421,2025-04-18,Late Delivery,3263.08
310122,9185437,2024-11-10,Damaged,1205.77
310123,9185444,2024-06-21,Damaged,40553.71
310124,9185454,2024-03-18,Late Delivery,25415.95
310125,9185456,2025-11-28,Wrong Item,2092.16
310126,9185462,2024-07-19,Changed Mind,2642.47
310127,9185477,2025-12-10,Wrong Item,509.78
310128,9185481,2024-08-05,Damaged,2251.42
310129,9185485,2025-11-17,Changed Mind,35246.74
310130,9185530,2024-07-27,Changed Mind,350.46
310131,9185594,2025-01-26,Late Delivery,2149.4
310132,9185601,2025-12-05,Damaged,63749.29
310133,9185631,2024-12-11,Damaged,16525.16
310134,9185632,2025-03-14,Changed Mind,4019.4
310135,9185649,2025-11-13,Changed Mind,1343.72
310136,9185660,2024-07-26,Wrong Item,1673.35
310137,9185662,2025-02-16,Quality Issue,3198.41
310138,9185680,2025-03-25,Late Delivery,1924.83
310139,9185715,2025-04-27,Late Delivery,1807.32
310140,9185734,2025-01-20,Wrong Item,2020.05
310141,9185737,2024-07-21,Damaged,906.26
310142,9185747,2025-02-22,Wrong Item,791.06
310143,9185754,2024-04-05,Wrong Item,740.9
310144,9185765,2025-05-09,Quality Issue,2569.39
310145,9185786,2025-07-08,Wrong Item,1655.68
310146,9185792,2024-01-12,Damaged,2284.8
310147,9185800,2025-12-02,Damaged,206.26
310148,9185804,2025-01-03,Damaged,512.89
310149,9185807,2025-08-10,Changed Mind,5983.24
310150,9185823,2024-11-16,Changed Mind,453.98
310151,9185851,2025-05-14,Changed Mind,1098.78
310152,9185853,2024-03-31,Wrong Item,2070.47
310153,9185913,2025-06-09,Wrong Item,5001.32
310154,9185944,2024-10-24,Quality Issue,5154.37
310155,9185961,2025-08-16,Late Delivery,1009.61
310156,9185962,2025-07-18,Quality Issue,680.18
310157,9185963,2025-03-21,Damaged,1185.5
310158,9185965,2024-12-18,Changed Mind,981.91
310159,9185989,2025-09-16,Wrong Item,3706.71
310160,9185994,2025-06-17,Quality Issue,1094.87
310161,9186005,2024-03-19,Quality Issue,2086.13
310162,9186014,2025-04-26,Changed Mind,2204.54
310163,9186018,2025-05-16,Quality Issue,341.67
310164,9186047,2025-11-07,Wrong Item,1863.13
310165,9186079,2025-06-11,Changed Mind,742.55
310166,9186108,2025-10-20,Changed Mind,546.99
310167,9186119,2025-08-25,Wrong Item,3727.12
310168,9186127,2025-01-05,Damaged,3329.72
310169,9186131,2024-08-18,Late Delivery,588.5
310170,9186142,2024-03-27,Late Delivery,642.96
310171,9186160,2025-05-05,Damaged,1477.84
310172,9186205,2024-10-25,Wrong Item,4147.17
310173,9186241,2024-05-12,Late Delivery,575.69
310174,9186245,2025-05-13,Changed Mind,3035.16
310175,9186246,2025-12-22,Late Delivery,1150.16
310176,9186263,2025-04-03,Wrong Item,157.6
310177,9186281,2025-01-07,Late Delivery,483.59
310178,9186292,2024-03-13,Damaged,2189.07
310179,9186297,2024-06-13,Late Delivery,1573.21
310180,9186338,2024-04-05,Late Delivery,1471.59
310181,9186349,2024-07-12,Changed Mind,3359.55
310182,9186358,2025-09-21,Wrong Item,1172.06
310183,9186365,2025-08-19,Quality Issue,1012.89
310184,9186390,2025-05-17,Changed Mind,3067.0
310185,9186400,2024-03-11,Quality Issue,3505.66
310186,9186407,2025-04-18,Late Delivery,979.48
310187,9186411,2024-10-31,Wrong Item,1479.71
310188,9186417,2024-07-12,Damaged,3233.52
310189,9186418,2025-10-22,Damaged,289.0
310190,9186445,2025-04-18,Quality Issue,272.94
310191,9186470,2024-11-11,Late Delivery,1156.06
310192,9186487,2025-04-21,Wrong Item,751.79
310193,9186507,2025-05-21,Damaged,810.56
310194,9186561,2024-12-09,Quality Issue,1795.82
310195,9186586,2025-06-02,Wrong Item,1136.4
310196,9186595,2025-11-09,Late Delivery,7724.64
310197,9186630,2025-08-16,Damaged,42235.22
310198,9186656,2024-12-04,Late Delivery,423.34
310199,9186664,2025-09-26,Damaged,1053.05
310200,9186681,2024-11-26,Changed Mind,1177.3
310201,9186702,2025-02-15,Quality Issue,338.15
310202,9186708,2024-12-15,Damaged,1898.12
310203,9186718,2025-01-03,Quality Issue,41754.06
310204,9186740,2025-07-09,Damaged,2288.17
310205,9186748,2025-09-18,Wrong Item,4359.86
310206,9186762,2024-06-12,Wrong Item,2151.65
310207,9186763,2024-05-05,Changed Mind,8293.89
310208,9186772,2025-03-23,Quality Issue,884.03
310209,9186775,2025-06-08,Wrong Item,1477.27
310210,9186776,2024-08-23,Late Delivery,1404.39
310211,9186841,2025-12-01,Damaged,555.0
310212,9186853,2024-12-25,Quality Issue,460.56
310213,9186883,2025-10-01,Changed Mind,883.0
310214,9186884,2024-06-23,Changed Mind,2061.21
310215,9186915,2024-06-01,Late Delivery,715.38
310216,9186919,2025-02-08,Late Delivery,2269.32
310217,9186921,2026-01-02,Damaged,3160.61
310218,9186923,2025-12-09,Late Delivery,1649.81
310219,9186936,2025-08-30,Wrong Item,1078.39
310220,9186942,2025-09-07,Late Delivery,48622.82
310221,9186946,2024-01-23,Wrong Item,3160.61
310222,9186964,2024-11-05,Damaged,2144.58
310223,9186990,2025-12-24,Wrong Item,1780.14
310224,9186991,2025-06-04,Changed Mind,7919.06
310225,9187017,2024-05-10,Late Delivery,22467.05
310226,9187036,2024-02-25,Quality Issue,25500.44
310227,9187047,2024-07-20,Wrong Item,478.61
310228,9187084,2025-06-15,Wrong Item,3791.52
310229,9187087,2024-07-06,Wrong Item,1454.0
310230,9187092,2024-04-28,Quality Issue,2355.67
310231,9187099,2024-03-02,Wrong Item,1615.3
310232,9187111,2024-06-26,Late Delivery,7004.79
310233,9187117,2024-08-29,Damaged,920.5
310234,9187141,2025-07-10,Changed Mind,4204.38
310235,9187159,2025-01-29,Changed Mind,3157.91
310236,9187258,2025-07-24,Quality Issue,3840.16
310237,9187273,2025-02-15,Late Delivery,544.87
310238,9187277,2025-03-30,Changed Mind,1907.16
310239,9187298,2025-08-03,Wrong Item,341.67
310240,9187304,2025-11-21,Late Delivery,8253.23
310241,9187320,2025-09-28,Late Delivery,3956.74
310242,9187342,2025-12-23,Late Delivery,3650.72
310243,9187344,2025-11-16,Late Delivery,945.29
310244,9187406,2025-05-09,Late Delivery,2251.86
310245,9187412,2025-01-02,Quality Issue,314.42
310246,9187416,2025-10-23,Wrong Item,257.83
310247,9187436,2025-02-09,Changed Mind,5396.25
310248,9187439,2024-06-14,Damaged,834.78
310249,9187466,2024-04-26,Changed Mind,886.99
310250,9187484,2025-02-13,Wrong Item,408.92
310251,9187486,2025-08-02,Quality Issue,2629.78
310252,9187510,2025-12-18,Late Delivery,882.78
310253,9187535,2024-06-14,Wrong Item,1775.85
310254,9187574,2025-11-30,Quality Issue,1099.58
310255,9187579,2024-03-09,Changed Mind,1877.5
310256,9187605,2024-10-06,Damaged,3342.32
310257,9187619,2025-11-04,Wrong Item,195.08
310258,9187621,2024-07-20,Late Delivery,2746.4
310259,9187649,2024-05-30,Damaged,981.67
310260,9187673,2024-04-13,Late Delivery,2908.01
310261,9187682,2024-10-30,Wrong Item,463.18
310262,9187687,2025-04-17,Damaged,3156.21
310263,9187701,2025-08-10,Quality Issue,1319.03
310264,9187724,2025-07-05,Changed Mind,3606.45
310265,9187725,2024-03-21,Wrong Item,4317.0
310266,9187752,2024-04-10,Wrong Item,2665.08
310267,9187754,2025-11-15,Quality Issue,5731.76
310268,9187788,2025-05-14,Wrong Item,33910.35
310269,9187815,2024-08-26,Changed Mind,2336.04
310270,9187840,2025-10-25,Changed Mind,5213.66
310271,9187842,2025-05-14,Quality Issue,2228.8
310272,9187867,2025-05-19,Late Delivery,2839.99
310273,9187869,2024-07-28,Late Delivery,900.42
310274,9187882,2024-07-03,Changed Mind,3965.34
310275,9187889,2025-09-01,Damaged,406.3
310276,9187911,2025-10-19,Damaged,1584.75
310277,9187920,2025-09-05,Quality Issue,1736.19
310278,9187933,2025-01-06,Changed Mind,1517.32
310279,9187953,2024-01-18,Damaged,2819.44
310280,9187980,2025-05-19,Damaged,5800.61
310281,9188020,2025-12-28,Changed Mind,1099.1
310282,9188034,2024-03-09,Wrong Item,3304.74
310283,9188042,2024-11-08,Quality Issue,1954.54
310284,9188055,2024-02-08,Changed Mind,737.44
310285,9188066,2025-01-30,Quality Issue,1900.7
310286,9188073,2024-07-28,Changed Mind,2977.2
310287,9188150,2024-06-09,Changed Mind,4634.82
310288,9188157,2025-05-13,Quality Issue,5035.34
310289,9188189,2024-02-21,Quality Issue,40123.46
310290,9188204,2024-02-08,Changed Mind,837.91
310291,9188222,2025-04-13,Quality Issue,2700.36
310292,9188253,2024-12-18,Wrong Item,1496.0
310293,9188262,2024-03-29,Quality Issue,1760.0
310294,9188268,2025-05-09,Changed Mind,267.91
310295,9188271,2024-06-07,Late Delivery,80956.28
310296,9188293,2025-01-14,Changed Mind,6880.82
310297,9188295,2025-09-19,Late Delivery,2606.06
310298,9188296,2024-09-23,Changed Mind,1517.78
310299,9188297,2024-05-04,Quality Issue,568.66
310300,9188363,2025-10-16,Changed Mind,7455.6
310301,9188369,2024-04-05,Wrong Item,826.18
310302,9188437,2025-05-14,Wrong Item,2036.8
310303,9188438,2024-05-05,Changed Mind,626.19
310304,9188452,2025-06-04,Wrong Item,3821.9
310305,9188482,2024-02-12,Damaged,730.01
310306,9188499,2025-08-28,Late Delivery,1533.58
310307,9188506,2025-11-02,Damaged,77521.27
310308,9188537,2025-04-20,Wrong Item,1369.03
310309,9188576,2025-12-16,Wrong Item,1152.32
310310,9188578,2024-05-08,Late Delivery,29089.5
310311,9188659,2025-04-10,Changed Mind,727.29
310312,9188672,2024-07-04,Late Delivery,1700.4
310313,9188694,2024-09-10,Damaged,928.39
310314,9188703,2025-11-24,Changed Mind,1098.78
310315,9188716,2026-01-01,Damaged,46533.06
310316,9188728,2024-08-07,Quality Issue,945.44
310317,9188736,2025-08-23,Wrong Item,7976.56
310318,9188741,2024-03-13,Damaged,567.78
310319,9188765,2025-12-07,Late Delivery,691.37
310320,9188772,2024-12-20,Wrong Item,6517.08
310321,9188781,2025-04-11,Late Delivery,3440.38
310322,9188784,2024-06-05,Damaged,2603.66
310323,9188790,2024-04-08,Changed Mind,430.92
310324,9188795,2024-10-21,Quality Issue,3207.57
310325,9188800,2025-11-06,Quality Issue,909.86
310326,9188808,2024-01-20,Late Delivery,5358.21
310327,9188813,2025-03-21,Damaged,1523.38
310328,9188832,2024-11-23,Late Delivery,496.4
310329,9188853,2024-09-21,Changed Mind,411.66
310330,9188865,2025-04-23,Quality Issue,1228.29
310331,9188880,2024-08-04,Late Delivery,1414.0
310332,9188884,2025-10-02,Changed Mind,480.85
310333,9188888,2024-05-22,Changed Mind,2557.9
310334,9188897,2024-05-19,Quality Issue,2006.78
310335,9188900,2025-10-11,Changed Mind,3689.82
310336,9188928,2024-06-24,Quality Issue,11559.77
310337,9188978,2025-09-02,Changed Mind,860.35
310338,9188993,2025-01-21,Wrong Item,1583.67
310339,9188996,2025-11-01,Damaged,173.02
310340,9189013,2025-11-02,Late Delivery,19628.91
310341,9189072,2024-05-28,Changed Mind,1860.35
310342,9189097,2024-12-11,Wrong Item,248.64
310343,9189101,2024-09-10,Quality Issue,146.46
310344,9189132,2025-02-20,Quality Issue,1988.79
310345,9189142,2025-11-15,Changed Mind,629.98
310346,9189180,2024-03-29,Late Delivery,10535.8
310347,9189190,2024-09-07,Late Delivery,963.2
310348,9189229,2024-11-30,Changed Mind,1371.84
310349,9189241,2024-07-04,Late Delivery,26565.84
310350,9189250,2025-01-10,Quality Issue,1397.22
310351,9189256,2024-06-24,Quality Issue,1201.57
310352,9189261,2025-07-09,Changed Mind,5413.55
310353,9189291,2025-03-29,Late Delivery,2925.43
310354,9189292,2024-06-06,Late Delivery,9167.68
310355,9189299,2024-10-20,Late Delivery,689.66
310356,9189306,2025-01-23,Quality Issue,43760.54
310357,9189351,2025-07-18,Late Delivery,3487.32
310358,9189366,2025-12-04,Late Delivery,3801.4
310359,9189370,2025-02-12,Damaged,1726.94
310360,9189380,2024-08-04,Wrong Item,1054.03
310361,9189384,2024-07-09,Quality Issue,1219.96
310362,9189427,2026-01-09,Late Delivery,2988.11
310363,9189476,2025-03-07,Quality Issue,3830.56
310364,9189480,2025-11-10,Quality Issue,2418.27
310365,9189483,2024-06-11,Late Delivery,483.59
310366,9189489,2025-08-06,Changed Mind,1054.03
310367,9189538,2025-01-04,Changed Mind,1508.45
310368,9189546,2024-02-16,Damaged,457.28
310369,9189557,2024-10-01,Quality Issue,921.9
310370,9189561,2025-01-12,Wrong Item,1221.8
310371,9189580,2025-07-20,Changed Mind,7833.55
310372,9189596,2024-02-26,Late Delivery,9555.12
310373,9189611,2025-07-06,Changed Mind,8904.24
310374,9189645,2024-06-24,Damaged,17708.14
310375,9189653,2024-06-10,Changed Mind,10229.49
310376,9189692,2024-04-20,Wrong Item,3203.23
310377,9189694,2024-11-05,Quality Issue,2683.76
310378,9189745,2025-12-29,Changed Mind,581.68
310379,9189747,2024-07-22,Late Delivery,2355.81
310380,9189781,2025-05-23,Changed Mind,666.81
310381,9189786,2024-10-29,Changed Mind,10829.02
310382,9189793,2025-08-18,Late Delivery,8530.66
310383,9189837,2025-07-31,Changed Mind,3425.13
310384,9189861,2024-07-09,Late Delivery,894.26
310385,9189887,2024-11-29,Quality Issue,6314.63
310386,9189890,2024-10-22,Late Delivery,526.53
310387,9189901,2025-01-28,Wrong Item,1708.52
310388,9189931,2025-05-07,Late Delivery,17065.2
310389,9189963,2025-03-05,Wrong Item,701.41
310390,9190000,2025-07-01,Damaged,22529.84
310391,9190002,2024-09-18,Quality Issue,628.18
310392,9190003,2025-03-31,Changed Mind,616.08
310393,9190041,2025-11-28,Damaged,3507.48
310394,9190051,2024-06-29,Wrong Item,543.36
310395,9190057,2025-09-27,Late Delivery,10172.7
310396,9190080,2025-06-08,Quality Issue,1946.82
310397,9190086,2024-09-22,Quality Issue,956.16
310398,9190094,2024-08-06,Late Delivery,2272.97
310399,9190127,2025-07-08,Quality Issue,2339.18
310400,9190128,2024-06-02,Quality Issue,4178.29
310401,9190206,2024-06-30,Quality Issue,568.66
310402,9190210,2024-10-30,Changed Mind,1997.68
310403,9190301,2024-01-11,Damaged,1777.63
310404,9190304,2025-12-03,Late Delivery,590.15
310405,9190324,2025-02-05,Late Delivery,261.43
310406,9190328,2025-08-22,Changed Mind,5746.19
